route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/40__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/169__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/42__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/171__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/44__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/173__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/46__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/175__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/48__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/177__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/50__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/179__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/52__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/181__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/54__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/183__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/56__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/261__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/58__T1SU,WEST - ILLINOIS TERMINAL,1,T1SU,TEAL WEEKEND 16
TEAL WEEKEND,T1SU,[@12.0.44194660@][1250946648828]/184__T1SU,EAST - ORCHARD DOWNS,0,T1SU,12E TEAL WEEKEND 13
3S LAVENDER ALT,3S / 5W SHOW,[@36.0.28512104@][2][1175208212394]/2__3S_/_5W_SHOW,SOUTH - CRESCENT & JOHN,1,3S / 5W SHOW,3S ALT 1
GREEN,3S / 5W SHOW,[@14.0.46304650@][4][1262876315437]/0__3S_/_5W_SHOW,WEST - FAIRLAWN & VINE,1,3S / 5W SHOW,GREEN 1
LAVENDER,3N SHOW#2,[@14.0.56289853@][1][1313082941180]/0__3N_SHOW#2,NORTH - DOBBINS DOWNS,0,3N SHOW#2,LAVENDER 1505
1S YELLOW ALT PM,N3SCHMF,[@36.0.28512174@][4][1175210966910]/7__N3SCHMF,NORTH - ALTERNATE,1,N3SCHMF,4W BLUE ALT PM 1440
GREY,N3SCHMF,[@36.0.28513000@][4][1175212296099]/68__N3SCHMF,WEST - BRADLEY & ROMINE,1,N3SCHMF,GREY 1535
NAVY,N3SCHMF,[@7.0.41873735@][4][1244832322359]/4__N3SCHMF,WEST - WEST CHAMPAIGN,1,N3SCHMF,NAVY 5
NAVY,N3SCHMF,[@7.0.41873735@][4][1244832322359]/5__N3SCHMF,WEST - WEST CHAMPAIGN,1,N3SCHMF,NAVY 5
NAVY,N3SCHMF,[@7.0.41873735@][4][1244832322359]/6__N3SCHMF,WEST - WEST CHAMPAIGN,1,N3SCHMF,NAVY 5
10W GOLD ALT,10W UHS UMS,[@36.0.28512748@][4][1175208157878]/0__10W_UHS_UMS,WEST - RACE & IOWA,1,10W UHS UMS,10W GOLD ALT 1
GOLD,10W UHS UMS,[@7.0.41203042@][4][1246654640359]/0__10W_UHS_UMS,WEST - FAIRLAWN & VINE,1,10W UHS UMS,ORB2 UMS
1S YELLOW ALT,1S SHOW WED1,[@14.0.56288919@][4][1314631353380]/0__1S_SHOW_WED1,SOUTH - ALTERNATE,1,1S SHOW WED1,4W BLUE ALT 1
5E GREEN EXPRESS ALT,5E SHOW,[@36.0.28512332@][3][1175173985841]/45__5E_SHOW,EAST - UNIVERSITY & GREEN,0,5E SHOW,5E GREEN EXP 1
7E GREY ALT,5E SHOW,[@7.0.41202938@][3][1252953625765]/0__5E_SHOW,EAST - FAIRLAWN & VINE,0,5E SHOW,7E GREY ALT 5
LAVENDER,3N SHOW#1,[@15.0.63192662@][1][1344869340839]/0__3N_SHOW#1,NORTH - WALMART,0,3N SHOW#1,[@15.0.63192662@]22
LAVENDER,3N SHOW#1,[@15.0.63192662@][1][1344869482039]/1__3N_SHOW#1,NORTH - WALMART,0,3N SHOW#1,[@15.0.63192662@]62
GREEN EXPRESS,5W #1 SHOW SCH,[@36.0.28511952@][4][1175212182114]/53__5W_#1_SHOW_SCH,WEST - ROLLING ACRES,1,5W #1 SHOW SCH,GREEN EX 1425
GREY,7E SHOW WED,[@7.0.38113648@][3][1225306902375]/0__7E_SHOW_WED,EAST - BRADLEY & 5TH,0,7E SHOW WED,[@15.0.63189236@]21
GREY,7E SHOW WED,[@15.0.63189236@][3][1344889408538]/0__7E_SHOW_WED,EAST - BRADLEY & 5TH,0,7E SHOW WED,[@14.0.56289372@]331
GREY,GN9SCH,[@7.0.39633765@][3][1232639428093]/0__GN9SCH,EAST - UNIVERSITY & ASH,0,GN9SCH,[@15.0.66064437@]37
GREEN,GN9SCH,[@7.0.38114548@][3][1217345499187]/0__GN9SCH,EAST - SCOTTSWOOD,0,GN9SCH,S6 ALT
GREY,GN9SCH,[@36.0.28513000@][3][1175212271802]/59__GN9SCH,EAST - UNIVERSITY & ASH,0,GN9SCH,GN4 UMS
GREEN,GN9SCH,[@14.0.46304650@][3][1272038578968]/0__GN9SCH,EAST - SAVANNAH GREEN,0,GN9SCH,5ECF->SG
GREEN,GN9SCH,5R518__GN9SCH,WEST - LINCOLN SQUARE,1,GN9SCH,5WPM->LSE ONLY
GREEN WEEKEND,GN1SU,[@7.0.41202550@][4][1248374314906]/0__GN1SU,WEST - COUNTRY FAIR ,1,GN1SU,GN5SUNPO
GREEN WEEKEND,GN1SU,[@7.0.41202550@][4][1248365410750]/15__GN1SU,WEST - COUNTRY FAIR ,1,GN1SU,50W-WKND
GREY WEEKEND,GN1SU,GN1SUN02__GN1SU,EAST - LINCOLN SQUARE,0,GN1SU,70E-WKND
GREY WEEKEND,GN1SU,GN1SUN03__GN1SU,WEST - COUNTRY FAIR,1,GN1SU,70W-WKND
GREEN WEEKEND,GN1SU,[@7.0.41202550@][3][1248366605875]/22__GN1SU,EAST - ORCHARD DOWNS,0,GN1SU,50E->PC
GREEN WEEKEND,GN1SU,[@7.0.41202550@][4][1248365375156]/5__GN1SU,WEST - COUNTRY FAIR ,1,GN1SU,GREEN WEEKEND 217
GREY WEEKEND,GN1SU,GN5SUN06__GN1SU,EAST - LINCOLN SQUARE,0,GN1SU,70E-WKND
GREY WEEKEND,GN1SU,GN5SUN07__GN1SU,WEST - COUNTRY FAIR,1,GN1SU,70W-WKND
GREEN WEEKEND,GN1SU,[@7.0.41202550@][3][1248366605875]/28__GN1SU,EAST - ORCHARD DOWNS,0,GN1SU,50E->PC
GREEN WEEKEND,GN1SU,[@7.0.41202550@][4][1248365375156]/11__GN1SU,WEST - COUNTRY FAIR ,1,GN1SU,GREEN WEEKEND 217
GREY WEEKEND,GN1SU,GN2SUN12__GN1SU,EAST - LINCOLN SQUARE,0,GN1SU,70E-WKND
GREY WEEKEND,GN1SU,GN2SUN13__GN1SU,WEST - COUNTRY FAIR,1,GN1SU,70W-WKND
GREEN WEEKEND,GN1SU,[@7.0.41202550@][3][1248366605875]/34__GN1SU,EAST - ORCHARD DOWNS,0,GN1SU,50E->PC
GREEN WEEKEND,GN1SU,[@14.0.53784787@][4][1292264298312]/0__GN1SU,WEST - ILLINI UNION,1,GN1SU,GREEN WEEKEND 14
BROWN ALT,Y6SCH,[@15.0.59410957@][10][1312921711005]/0__Y6SCH,HARRIS & HARVARD,0,Y6SCH,[@15.0.59410957@]2
BROWN ALT,Y6SCH,[@15.0.59410957@][10][1312921722536]/1__Y6SCH,HARRIS & HARVARD,0,Y6SCH,[@15.0.59410957@]1
YELLOW,Y6SCH,[@14.0.56288722@][2][1303763161137]/4__Y6SCH,SOUTH - SAVOY,1,Y6SCH,YELLOW 4
YELLOW,Y6SCH,[@14.0.56288722@][1][1303750444036]/8__Y6SCH,NORTH - ILLINOIS TERMINAL,0,Y6SCH,YELLOW 6
YELLOWHOPPER,Y6SCH,[@15.0.63189099@][1][1340890092794]/2__Y6SCH,NORTH - ILLINOIS TERMINAL,0,Y6SCH,YELLOWHOPPER 23
YELLOW,Y6SCH,[@15.0.63189004@][1][1340833422191]/0__Y6SCH,NORTH - MEIJER,0,Y6SCH,YELLOW 7
YELLOW,Y6SCH,[@14.0.56288722@][2][1303763634065]/31__Y6SCH,SOUTH - SAVOY,1,Y6SCH,YELLOW 14
YELLOW,Y6SCH,[@14.0.56288722@][1][1303750444036]/12__Y6SCH,NORTH - MEIJER,0,Y6SCH,[@15.0.63189004@]23
YELLOW,Y6SCH,[@14.0.56288722@][2][1303763673456]/36__Y6SCH,SOUTH - SAVOY,1,Y6SCH,YELLOW 14
YELLOW,Y6SCH,[@15.0.63189004@][1][1340827148626]/3__Y6SCH,NORTH - MEIJER,0,Y6SCH,[@15.0.63189004@]23
YELLOW,Y6SCH,[@15.0.63189004@][2][1340828987634]/10__Y6SCH,SOUTH - SAVOY,1,Y6SCH,YELLOW 14
YELLOW,Y6SCH,[@15.0.63189004@][1][1340827148626]/6__Y6SCH,NORTH - MEIJER,0,Y6SCH,[@15.0.63189004@]23
YELLOW,Y6SCH,[@14.0.56288722@][2][1303763836706]/51__Y6SCH,SOUTH - SAVOY,1,Y6SCH,YELLOW 13
YELLOW EVENING,Y6SCH,[@15.0.63189138@][2][1338410124117]/2__Y6SCH,SOUTH - SAVOY,1,Y6SCH,[@15.0.63189138@]10
YELLOW EVENING,Y6SCH,[@15.0.63189138@][1][1338405367103]/2__Y6SCH,NORTH - MEIJER,0,Y6SCH,100N
YELLOW EVENING,Y6SCH,[@15.0.63189138@][2][1338407799588]/14__Y6SCH,SOUTH - SAVOY,1,Y6SCH,100S
YELLOW EVENING,Y6SCH,[@15.0.63189138@][1][1338405367103]/7__Y6SCH,NORTH - MEIJER,0,Y6SCH,100N
YELLOW EVENING,Y6SCH,[@15.0.63189138@][2][1338409410134]/0__Y6SCH,SOUTH - TRANSIT PLAZA,1,Y6SCH,100S->PLAZA
GREEN WEEKEND,GN3SA,GN3SATPO__GN3SA,EAST - SUNNYCREST,0,GN3SA,GN1SUNPO
GREEN WEEKEND,GN3SA,GN3SAT000__GN3SA,EAST - SUNNYCREST,0,GN3SA,50E->MNBDY
GREEN WEEKEND,GN3SA,[@7.0.38114334@][4][1215790897218]/25__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,50W SAT 34
GREY WEEKEND,GN3SA,GN3SAT002__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
GREY WEEKEND,GN3SA,GN3SAT003__GN3SA,WEST - COUNTRY FAIR,1,GN3SA,70W-WKND
GREEN WEEKEND,GN3SA,GN3SAT004__GN3SA,EAST - ORCHARD DOWNS,0,GN3SA,50E-WKND
GREEN WEEKEND,GN3SA,[@7.0.41202550@][4][1248702580375]/0__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,GREEN WEEKEND 217
GREY WEEKEND,GN3SA,GN1SAT008__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
GREY WEEKEND,GN3SA,GN1SAT009__GN3SA,WEST - COUNTRY FAIR,1,GN3SA,70W-WKND
GREEN WEEKEND,GN3SA,GN1SAT010__GN3SA,EAST - ORCHARD DOWNS,0,GN3SA,50E-WKND
GREEN WEEKEND,GN3SA,[@7.0.41202550@][4][1248702580375]/1__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,GREEN WEEKEND 217
GREY WEEKEND,GN3SA,GN2SAT014__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
GREY WEEKEND,GN3SA,GN2SAT015__GN3SA,WEST - COUNTRY FAIR,1,GN3SA,70W-WKND
GREEN WEEKEND,GN3SA,GN2SAT016__GN3SA,EAST - ORCHARD DOWNS,0,GN3SA,50E-WKND
GREEN WEEKEND,GN3SA,[@7.0.41202550@][4][1248702580375]/2__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,GREEN WEEKEND 217
GREY WEEKEND,GN3SA,GN4SAT014__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
GREY WEEKEND,GN3SA,GN4SAT015__GN3SA,WEST - COUNTRY FAIR,1,GN3SA,70W-WKND
GREEN WEEKEND,GN3SA,GN4SAT016__GN3SA,EAST - ORCHARD DOWNS,0,GN3SA,50E-WKND
GREEN EVENING,GN3SA,[@15.0.66064083@][4][1363806727214]/6__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,50W GREEN 57
GREY WEEKEND,GN3SA,GN5SAT020__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
GREY WEEKEND,GN3SA,GN5SAT021__GN3SA,WEST - COUNTRY FAIR,1,GN3SA,70W-WKND
GREEN EVENING,GN3SA,[@7.0.41201218@][3][1243956357015]/4__GN3SA,EAST - ORCHARD DOWNS,0,GN3SA,GREEN EVENING 39
GREEN EVENING,GN3SA,[@7.0.41201218@][4][1243957079000]/27__GN3SA,WEST - COUNTRY FAIR ,1,GN3SA,50W GREEN 57
GREY WEEKEND,GN3SA,GN3SAT026__GN3SA,EAST - LINCOLN SQUARE,0,GN3SA,70E-WKND
3S LAVENDER ALT,3S/5W SHOW#2,[@15.0.63191892@][2][1346188037472]/0__3S/5W_SHOW#2,SOUTH - CRESCENT & JOHN,1,3S/5W SHOW#2,[@15.0.63191892@]26
5E GREEN EXPRESS 1 ALT,GNX1 SHOW,[@36.0.28512759@][3][1175211123269]/8__GNX1_SHOW,EAST - HARRIS & HARVARD,0,GNX1 SHOW,5E EXP 1 ALT
LAVENDER,GN3SCH,[@36.0.28511750@][1][1175200064861]/1__GN3SCH,NORTH - DOBBINS DOWNS,0,GN3SCH,LAVENDER 1415
GREY,GN3SCH,[@36.0.28513000@][4][1175212296083]/67__GN3SCH,WEST - BRADLEY & ROMINE,1,GN3SCH,GREY 1535
GREEN,GN3SCH,[@14.0.56288551@][3][1303835312544]/0__GN3SCH,EAST - FLORIDA & PHILO,0,GN3SCH,GREEN 505
GREEN,GN3SCH,[@14.0.56288551@][3][1303835764995]/1__GN3SCH,EAST - FLORIDA & PHILO,0,GN3SCH,GREEN 505
GREEN,GN3SCH,[@14.0.56288551@][3][1303842779869]/2__GN3SCH,EAST - WASHINGTON & LIERMAN,0,GN3SCH,[@15.0.63192321@]21
GREEN,GN3SCH,3GN305__GN3SCH,WEST - HOLIDAY PARK,1,GN3SCH,5W-PM
GREEN,GN3SCH,3GN306__GN3SCH,EAST - COUNTRY FAIR,0,GN3SCH,5ETOCF
GREEN EVENING,GN3SCH,[@7.0.41201218@][4][1248959281437]/0__GN3SCH,WEST -COUNTRY FAIR / PARKLAND,1,GN3SCH,GREEN EV 72
GREY EVENING,GN3SCH,3GN308__GN3SCH,EAST - LINCOLN SQUARE,0,GN3SCH,70E
GREY EVENING,GN3SCH,3GN309__GN3SCH,WEST - PARKLAND COLLEGE,1,GN3SCH,70W
GREEN EVENING,GN3SCH,[@7.0.41201218@][3][1243953754500]/4__GN3SCH,EAST - ORCHARD DOWNS,0,GN3SCH,GREEN EVENING 52
GREEN EVENING,GN3SCH,[@7.0.41201218@][4][1243955118234]/25__GN3SCH,WEST -COUNTRY FAIR / PARKLAND,1,GN3SCH,50W GREEN 55
GREY EVENING,GN3SCH,8GN522__GN3SCH,EAST - LINCOLN SQUARE,0,GN3SCH,70E->LSG
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1342109091784]/0__Y1SA,SOUTH - SAVOY,1,Y1SA,[@15.0.63192124@]23
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1338469283845]/28__Y1SA,SOUTH - SAVOY,1,Y1SA,[@14.0.57766396@]100S->BRWSWDFLD
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][1][1338413782899]/0__Y1SA,NORTH - MEIJER,0,Y1SA,[@14.0.57766396@]100N
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1338469240094]/9__Y1SA,SOUTH - SAVOY,1,Y1SA,[@14.0.57766396@]100S
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][1][1338414280664]/5__Y1SA,NORTH - MEIJER,0,Y1SA,[@14.0.57766396@]100N
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1338469240094]/14__Y1SA,SOUTH - SAVOY,1,Y1SA,[@14.0.57766396@]100S
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][1][1338414280664]/10__Y1SA,NORTH - MEIJER,0,Y1SA,[@14.0.57766396@]100N
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1338469240094]/19__Y1SA,SOUTH - SAVOY,1,Y1SA,[@14.0.57766396@]100S
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][1][1338414280664]/15__Y1SA,NORTH - MEIJER,0,Y1SA,[@14.0.57766396@]100N
YELLOW WEEKEND,Y1SA,[@15.0.63192124@][2][1338469240094]/24__Y1SA,SOUTH - SAVOY,1,Y1SA,[@14.0.57766396@]100S
YELLOW EVENING,Y1SA,[@15.0.63189138@][1][1338410269072]/25__Y1SA,NORTH - MEIJER,0,Y1SA,100N
YELLOW EVENING,Y1SA,[@15.0.63189138@][2][1338410219946]/4__Y1SA,SOUTH - SAVOY,1,Y1SA,100S
YELLOW EVENING,Y1SA,[@15.0.63189138@][1][1338410253010]/18__Y1SA,NORTH - MEIJER,0,Y1SA,100N
YELLOW EVENING,Y1SA,[@15.0.63189138@][2][1338410220071]/9__Y1SA,SOUTH - SAVOY,1,Y1SA,100S
YELLOW EVENING,Y1SA,[@15.0.63189138@][1][1338410253103]/23__Y1SA,NORTH - ILLINOIS TERMINAL,0,Y1SA,100N->IT
RUBY,RUB1MF,[@15.0.64600293@][1][1342035496975]/0__RUB1MF,NORTH - CUNNINGHAM,0,RUB1MF,[@15.0.64600293@]17
RUBY,RUB1MF,[@15.0.64600293@][1][1339519138016]/0__RUB1MF,NORTH - CUNNINGHAM,0,RUB1MF,[@15.0.64600293@]1
RUBY,RUB1MF,[@15.0.64600293@][2][1339519176813]/4__RUB1MF,SOUTH - LINCOLN SQUARE,1,RUB1MF,[@15.0.64600293@]2
RUBY,RUB1MF,[@15.0.64600293@][1][1339519138016]/1__RUB1MF,NORTH - CUNNINGHAM,0,RUB1MF,[@15.0.64600293@]1
RUBY,RUB1MF,[@15.0.64600293@][2][1339519176813]/5__RUB1MF,SOUTH - LINCOLN SQUARE,1,RUB1MF,[@15.0.64600293@]2
RUBY,RUB1MF,[@15.0.64600293@][1][1339519138016]/2__RUB1MF,NORTH - CUNNINGHAM,0,RUB1MF,[@15.0.64600293@]1
RUBY,RUB1MF,[@15.0.64600293@][2][1339519176813]/6__RUB1MF,SOUTH - LINCOLN SQUARE,1,RUB1MF,[@15.0.64600293@]2
RUBY,RUB1MF,[@15.0.64600293@][1][1339519138016]/3__RUB1MF,NORTH - CUNNINGHAM,0,RUB1MF,[@15.0.64600293@]1
RUBY,RUB1MF,[@15.0.64600293@][2][1339519213751]/7__RUB1MF,SOUTH - LINCOLN SQUARE,1,RUB1MF,[@15.0.64600293@]2
GREY,BA3-4SCH,[@7.0.41202277@][4][1256315680734]/0__BA3-4SCH,WEST - BRADLEY & ROMINE,1,BA3-4SCH,7W UHS 216
GREY,BA3-4SCH,[@7.0.39633765@][3][1232989876328]/0__BA3-4SCH,EAST - BRADLEY & 5TH,0,BA3-4SCH,BA3-3 58
GREEN,BA3-4SCH,[@36.0.28512510@][3][1175212065364]/52__BA3-4SCH,EAST - COUNTRY SQUIRE,0,BA3-4SCH,SCWD UMS
GOLD,I1LIM,[@15.0.60391723@][3][1324305983536]/0__I1LIM,WEST - OLD FARM,0,I1LIM,GOLD 45
GOLD,I1LIM,[@15.0.60391723@][4][1324305336927]/0__I1LIM,WEST - OLD FARM,1,I1LIM,10WSV1
GOLD,I1LIM,[@15.0.60391723@][3][1324305758708]/0__I1LIM,EAST - ILLINI UNION,0,I1LIM,GOLD 11
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522007765]/0__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]7
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522675984]/27__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522007765]/1__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/28__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522007765]/2__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]6
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/29__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522007765]/3__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/30__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522007765]/4__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]6
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/31__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/9__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/32__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/10__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/33__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/11__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/34__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/12__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/35__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/13__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/36__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/14__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]43
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/37__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/15__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/38__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/16__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/39__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/17__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/40__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/18__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/41__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/19__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/42__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/20__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]43
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/43__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/21__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/44__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/22__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]43
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/45__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1238522030312]/23__I1LIM,NORTH - NORTH LINCOLN,0,I1LIM,22N
ILLINI LIMITED,I1LIM,[@7.0.41202961@][2][1238522777281]/46__I1LIM,SOUTH - CAMPUS,1,I1LIM,ILLINI 845
ILLINI LIMITED,I1LIM,[@7.0.41202961@][1][1249913080046]/0__I1LIM,NORTH - LINCOLN & ANTHONY,0,I1LIM,[@15.0.63192185@]43
